ref,text
In the beginning God created the heavens and the earth.,"Mpiin na Uwumbɔr nan naan kitiŋ,"
"The earth was barren, with no form of life; it was under a roaring ocean covered with darkness. But the Spirit of God was moving over the water. The First Day","le kitiŋ aa nan kpa liker. Nnyun, ni mbɔmbɔɔn ŋmeen le nan bi ni kookoo. Uwumbɔr Aafuur Nyaan mu le nan bi nnyun ngbaan aapaacham."
"God said, “I command light to shine!” And light started shining.","Le Uwumbɔr bui ke, “Nwiihn ŋa,” le mu ŋa."
God looked at the light and saw that it was good. He separated light from darkness,"U nan kan ke nwiihn ngbaan ŋan, le u yakr nwiihn ni mbɔmbɔɔn,"
"and named the light “Day” and the darkness “Night.” Evening came, then morning—that was the first day. The Second Day","ki yin nwiihn ke “Nwiin pu,” ki yin mbɔmbɔɔn ke “Kinyeek,” le ki nan joor ki woln kichakpiik ni. Njan aataak daal le na."
"and named it “Sky.” Evening came, then morning—that was the second day. The Third Day",le Uwumbɔr yin nima ke “Kitaapaak.” Le ni ki joor ki ki woln kichakpiik ni. Winlee daal le na.
"God said, “I command the water under the sky to come together in one place, so there will be dry ground.” And that's what happened.","Uwumbɔr nan ki bui ke, “Nnyun mu bi kitiŋ pu na kpaan tɔb chee ki cha kitiŋ.” Le mu ŋa kina."
"God named the dry ground “Land,” and he named the water “Ocean.” God looked at what he had done and saw that it was good.","Uwumbɔr nan yin nnyun aah kaa bi nin chee na ke “Kitiŋ,” ki yin mu aah kuun doon nin chee na ke “Nnyusakpem.” U nan kan ke ni ŋan."
"God said, “I command the earth to produce all kinds of plants, including fruit trees and grain.” And that's what happened.","Le u bui ke, “Tisufar aabɔŋ ti lu njikaabim na, ni isui i lu ŋisubil na, ni tijikaar mɔk aabɔŋ, punn ni.” Le ni ŋa kina."
"The earth produced all kinds of vegetation. God looked at what he had done, and it was good.",Le tisufar ni isui mɔmɔk lu ŋisubil ni tijikaar mɔk aabɔŋ ki moo pɔr kpee. U nan kan ke ni ŋan.
"Evening came, then morning—that was the third day. The Fourth Day",Le ni ki joor ki ki woln kichakpiik ni. Wintaa daal le na.
"God said, “I command lights to appear in the sky and to separate day from night and to show the time for seasons, special days, and years.","Uwumbɔr nan ki bui ke, “Iwiihn nya ki li bi kitaapaak aan ki yakr nwiin pu ni kinyeek. Cha i yakr n‑yoonn, kitaak ki ti saa kitaak, ni njim ki ti saa njim, ni libiln ki ti saa libiln."
I command them to shine on the earth.” And that's what happened.,Iwiihn ngbaan li wiin kitaapaak ki woln kitiŋ pu.” Le ni ŋa kina.
"God made two powerful lights, the brighter one to rule the day and the other to rule the night. He also made the stars.","Uwumbɔr nan naan iwiin sakpiin ilee la, nwiin li wiin nwiin pu, uŋmal li wiin kinyeek; u nan naan iŋmabi mu."
"Then God put these lights in the sky to shine on the earth,",Uwumbɔr nan di i ŋa kitaapaak aan i li wiin kitiŋ pu.
"to rule day and night, and to separate light from darkness. God looked at what he had done, and it was good.","I li bi nwiin pu ni kinyeek, ki yakr nwiihn ni mbɔmbɔɔn tɔb chee. U nan kan ke ni ŋan."
"Evening came, then morning—that was the fourth day. The Fifth Day",Le ni ki joor ki ki woln kichakpiik ni. Winaa daal le na.
"God said, “I command the ocean to be full of living creatures, and I command birds to fly above the earth.”","Uwumbɔr nan ki bui ke, “Ijan mɔk aabɔŋ, ni tiwanfuurkaan mɔmɔk aabɔŋ naan, ki li bi nnyun ni ki li wiir. Inyoon mu mɔmɔk aabɔŋ li bi ki laani paacham.”"
"So God made the giant sea monsters and all the living creatures that swim in the ocean. He also made every kind of bird. God looked at what he had done, and it was good.","Uwumbɔr nan naan ijasakpiin, ni iwaatiir, ki kpee tiwanfuurkaan mɔk aabɔŋ ki di ŋa nnyun ponn ni, ki naan inyoon aabɔŋ i li laani paacham. U nan kan ke ni ŋan."
Then he gave the living creatures his blessing—he told the ocean creatures to increase and live everywhere in the ocean and the birds to increase everywhere on earth.,"U nan ŋa tinyoor ŋa ni pu, ki bui ke nnyun ni aawan maa, paacham mu aawan too, ki li moo pɔr kpae."
"Evening came, then morning—that was the fifth day. The Sixth Day",Le ni ki joor ki ki woln kichakpiik ni. Winŋmu daal le na.
"God said, “I command the earth to give life to all kinds of tame animals, wild animals, and reptiles.” And that's what happened.","Uwumbɔr nan ki bui ke, “Tiwakor, ni ipeel, ni tiwan ni mɔmɔk baar na, ni ye nisakpiin, ni niwaatiir na, naan ki li bi kitiŋ pu.” Le ni ŋa kina."
"God made every one of them. Then he looked at what he had done, and it was good.","Uwumbɔr nan naan tiwan ngbaan mɔmɔk, le waah nan kan nimɔk na, ni ŋan u chee."
"God said, “Now we will make humans, and they will be like us. We will let them rule the fish, the birds, and all other living creatures.”","Uwumbɔr nan ki bui ke, “Cha ti naan binib, bi li bi ke timi na, ki li naahn timi. M ga tii bi mpɔɔn, bi li lik ijan, ni inyoon, ni ipeel, ni tiwakor, tisakpiin ni tiwaatiir mɔmɔk pu.”"
So God created humans to be like himself; he made men and women.,"Uwumbɔr nan naan binib ki di naŋ ubaa. U nan naan uja ni upii la,"
"God gave them his blessing and said: Have a lot of children! Fill the earth with people and bring it under your control. Rule over the fish in the ocean, the birds in the sky, and every animal on the earth.","le ki ŋa tinyoor ŋa bi pu, le ki bui ke, “Maa, ki pɔr, aan ki gbiin kitiŋ kee pu, ki li lik kitiŋ ngbaan. Li kpa mpɔɔn ijan, ni inyoon, ni tiwan nimɔk fu ki baar kitiŋ pu na.”"
I have provided all kinds of fruit and grain for you to eat.,"Uwumbɔr nan ki bui ke, “M di njikaabim, ni isui i lu ŋisubil na mɔmɔk ki di tii nimi, ni li ji,"
"And I have given the green plants as food for everything else that breathes, including animals, both wild and tame, and birds. And so it was.","ki di mmobim ni tisufar di tii ipeel, ni tiwakor, ni tiwan nimɔk fu ki baar kitiŋ na, ni inyoon, ni li ji ki li ŋmɔ.” Le ni ŋa kina."
"God looked at what he had done. All of it was very good! Evening came, then morning—that was the sixth day.","Le Uwumbɔr nan lik ki kan ke waah ŋa tiwan nimɔk na ŋan pam. Le ni ki joor, ki ki woln kichakpiik ni. Winloob daal le na."
So the heavens and the earth and everything else were created. The Seventh Day,"Kina le Uwumbɔr nan naan kitaapaak, ni kitiŋ, ni tiwan mɔmɔk doo."
"By the seventh day God had finished his work, and so he rested.","Winlole daal, le Uwumbɔr nan tun lituln mɔmɔk doo, ki kal fuur."
"God blessed the seventh day and made it special, because on that day he rested from his work.","Uwumbɔr nan ŋa tinyoor ŋa winlole daal pu ki ŋa mu chain, ba pu? waah nan naan dulnyaa aawan mɔmɔk doo na, liyaadaal ngbaan le u kal ki fuur."
"That's how God created the heavens and the earth. The Garden of Eden When the Lord God made the heavens and the earth,","Uwumbɔr nan naan dulnyaa aawan mɔmɔk kina la. Edenn Aasaak aabɔr Buyoonn Tidindaan Uwumbɔr nan naan dulnyaa aawan mɔmɔk na,"
"no grass or plants were growing anywhere. God had not yet sent any rain, and there was no one to work the land.","tiwanpunnkaan ni nwanbim aa nan kee punni, ba pu? Uwumbɔr aa nan kee cha utaal nu, uja mu aa nan bi ki ga ko kisaak;"
But streams came up from the ground and watered the earth.,limaln le nan lir kitiŋ pu le ki soon.
"The Lord God took some soil from the ground and made a man. God breathed life into the man, and the man started breathing.","Uwumbɔr nan di titan ki di naan uja, le ki fuur libuln ŋa umɔfal ni, le u kpaln unibɔn."
"The Lord made a garden in a place called Eden, which was in the east, and he put the man there.","Uwumbɔr nan ŋa isui i lu ŋisubil na aasaak, liwipuul wɔb, Edenn aatiŋ ni, le ki di waah naan uja u na ŋa ki ponn ni."
The Lord God filled the garden with all kinds of beautiful trees and fruit trees. Two other trees were in the middle of the garden. One of these gave life—the other gave the wisdom to know the difference between right and wrong.,"Uwumbɔr nan cha isui i lu ŋisubil nyaan na aabɔŋ punn kisaak ngbaan ni, ŋisubil ngbaan ŋan linimbil chee, ki mɔ lijil. Kisaak ngbaan aakaasisik ni, busub bubaa nan bi, ki ye limɔfal aasub, buken mu nan bi ki ye mbeem aasub, unii yaa jin bu kan, u ga bee ni ŋan na, ni ni kaa ŋan na."
"From Eden a river flowed out to water the garden, then it divided into four rivers.","Limɔɔl libaa nan bi Edenn aatiŋ ngbaan ni, ki puu lir kisaak ngbaan ni. Limɔɔl ngbaan aah nyan kitiŋ ngbaan ni na, le li yakr ki ŋa ŋimɔɔ ŋinaa."
"The first one is the Pishon River that flows through the land of Havilah,","Bi yin njan aapaln ke Pisonn, li nan puu dii Hafila aatiŋ ni la."
"where pure gold, rare perfumes, and precious stones are found.","Salmaa nyaan, ni tulalee, ni ŋitakpanyaan le nan bi nima."
The second is the Gihon River that winds through Ethiopia.,"Bi yin lelee aapaln ke Gihonn, li nan puu dii Kus aatiŋ ni la."
"The Tigris River that flows east of Assyria is the third, and the fourth is the Euphrates River.","Bi yin taataa aapaln ke Tigris, li nan puu dii Asiria aawipuul wɔb la; le bi yin linanar ke Yufrates."
The Lord God put the man in the Garden of Eden to take care of it and to look after it.,"Uwumbɔr nan di uja ngbaan ŋa kisaak ngbaan ni, ke u li ko, ki li lik kisaak ngbaan."
"But the Lord told him, “You may eat fruit from any tree in the garden,","Uwumbɔr nan bui u ke, “Aa ga ŋmaa ji ŋisubil ŋi mɔmɔk bi kisaak kee ponn ni na,"
"except the one that has the power to let you know the difference between right and wrong. If you eat any fruit from that tree, you will die before the day is over!”","see busub bu aasubil cha unii beer ni ŋan na, ni ni kaa ŋan na. Aa taa ji busub ngbaan aasubil. Aa yaa jin kan, see aa kpo.”"
"The Lord God said, “It isn't good for the man to live alone. I will make a suitable partner for him.”","Tidindaan Uwumbɔr nan ki bui ke, “Naa ŋan ke uja li bi ubaa. M ga naan uŋeer u ga li ter u na ki tii u.”"
So the Lord took some soil and made animals and birds. He brought them to the man to see what names he would give each of them. Then the man named the tame animals and the birds and the wild animals. That's how they got their names. None of these was the right kind of partner for the man.,"Le uja ngbaan nan yin tiwakor, ni ipeel, ni inyoon, ni tiwan nimɔk fu na aayimbil; tɔ, tiwan ngbaan mɔmɔk ponn ni nibaa aa nan ye uŋeer, ki ga ŋmaa ter u."
